record_id,student_id,subject,academic_year,term,percentage,grade,effort,teacher_id,predicted_grade
942,S023,Chemistry,2023-24,Summer,31,U,5,T06,E
943,S023,Physics,2023-24,Autumn,35,U,3,T07,U
944,S023,Physics,2023-24,Spring,39,U,5,T07,U
945,S023,Physics,2023-24,Summer,47,E,3,T07,E
946,S023,History,2023-24,Autumn,43,E,4,T08,E
947,S023,History,2023-24,Spring,37,U,4,T08,U
948,S023,History,2023-24,Summer,49,E,4,T08,E
949,S023,Geography,2023-24,Autumn,,,,T09,D
950,S023,Geography,2023-24,Spring,38,U,3,T09,E
951,S023,Geography,2023-24,Summer,40,E,5,T09,E
952,S023,French,2023-24,Autumn,46,E,1,T10,E
953,S023,French,2023-24,Spring,35,U,3,T10,U
954,S023,French,2023-24,Summer,51,D,4,T10,D
955,S023,Computing,2023-24,Autumn,34,U,4,T11,U
956,S023,Computing,2023-24,Spring,47,E,5,T11,D
957,S023,Computing,2023-24,Summer,40,E,3,T11,D
958,S023,Art & Design,2023-24,Autumn,49,E,5,T12,E
959,S023,Art & Design,2023-24,Spring,27,U,3,T12,U
960,S023,Art & Design,2023-24,Summer,32,U,3,T12,U
961,S023,Mathematics,2024-25,Autumn,41,E,1,T01,U
962,S023,Mathematics,2024-25,Spring,41,E,4,T01,E
963,S023,Mathematics,2024-25,Summer,50,D,4,T02,E
964,S023,English Language,2024-25,Autumn,44,E,2,T03,E
965,S023,English Language,2024-25,Spring,44,E,4,T03,E
966,S023,English Language,2024-25,Summer,23,U,2,T04,U
967,S023,Biology,2024-25,Autumn,43,E,5,T05,E
968,S023,Biology,2024-25,Spring,39,U,4,T05,E
969,S023,Biology,2024-25,Summer,38,U,3,T05,E
970,S023,Chemistry,2024-25,Autumn,48,E,5,T06,E
971,S023,Chemistry,2024-25,Spring,47,E,5,T06,D
972,S023,Chemistry,2024-25,Summer,46,E,2,T06,E
973,S023,Physics,2024-25,Autumn,,,,T07,C
974,S023,Physics,2024-25,Spring,30,U,4,T07,U
975,S023,Physics,2024-25,Summer,46,E,1,T07,D
976,S023,History,2024-25,Autumn,52,D,3,T08,D
977,S023,History,2024-25,Spring,41,E,3,T08,E
978,S023,History,2024-25,Summer,43,E,1,T08,E
979,S023,Geography,2024-25,Autumn,29,U,5,T09,E
980,S023,Geography,2024-25,Spring,58,D,3,T09,C
981,S023,Geography,2024-25,Summer,39,U,1,T09,U
982,S023,French,2024-25,Autumn,57,D,4,T10,D
983,S023,French,2024-25,Spring,46,E,3,T10,E
984,S023,French,2024-25,Summer,40,E,2,T10,U
985,S023,Computing,2024-25,Autumn,43,E,5,T11,U
986,S023,Computing,2024-25,Spring,49,E,4,T11,D
987,S023,Computing,2024-25,Summer,37,U,4,T11,U
988,S023,Art & Design,2024-25,Autumn,42,E,4,T12,E
989,S023,Art & Design,2024-25,Spring,42,E,2,T12,D
990,S023,Art & Design,2024-25,Summer,15,U,3,T12,U
991,S024,Mathematics,2022-23,Autumn,67,C,4,T02,C
992,S024,Mathematics,2022-23,Spring,71,B,3,T01,B
993,S024,Mathematics,2022-23,Summer,71,B,5,T02,A
994,S024,English Language,2022-23,Autumn,69,C,4,T04,C
995,S024,English Language,2022-23,Spring,59,D,4,T04,C
996,S024,English Language,2022-23,Summer,75,B,4,T04,A
997,S024,Biology,2022-23,Autumn,76,B,3,T05,A
998,S024,Biology,2022-23,Spring,75,B,3,T05,A
999,S024,Biology,2022-23,Summer,71,B,3,T05,C
1000,S024,Chemistry,2022-23,Autumn,66,C,3,T06,C
1001,S024,Chemistry,2022-23,Spring,80,A,3,T06,A
1002,S024,Chemistry,2022-23,Summer,64,C,4,T06,C
1003,S024,Physics,2022-23,Autumn,64,C,4,T07,C
1004,S024,Physics,2022-23,Spring,77,B,4,T07,B
1005,S024,Physics,2022-23,Summer,76,B,5,T07,B
1006,S024,History,2022-23,Autumn,,,,T08,B
1007,S024,History,2022-23,Spring,77,B,4,T08,B
1008,S024,History,2022-23,Summer,,,,T08,B
1009,S024,Geography,2022-23,Autumn,66,C,3,T09,C
1010,S024,Geography,2022-23,Spring,65,C,3,T09,B
1011,S024,Geography,2022-23,Summer,68,C,5,T09,B
1012,S024,French,2022-23,Autumn,62,C,2,T10,C
1013,S024,French,2022-23,Spring,69,C,5,T10,B
1014,S024,French,2022-23,Summer,83,A,2,T10,A
1015,S024,Computing,2022-23,Autumn,61,C,4,T11,C
1016,S024,Computing,2022-23,Spring,60,C,4,T11,B
1017,S024,Computing,2022-23,Summer,66,C,2,T11,C
1018,S024,Art & Design,2022-23,Autumn,61,C,4,T12,B
1019,S024,Art & Design,2022-23,Spring,68,C,4,T12,A
1020,S024,Art & Design,2022-23,Summer,62,C,4,T12,D
1021,S024,Mathematics,2023-24,Autumn,75,B,3,T02,B
1022,S024,Mathematics,2023-24,Spring,64,C,4,T01,B
1023,S024,Mathematics,2023-24,Summer,65,C,4,T01,C
1024,S024,English Language,2023-24,Autumn,58,D,3,T03,C
1025,S024,English Language,2023-24,Spring,73,B,3,T04,B
1026,S024,English Language,2023-24,Summer,53,D,4,T03,D
1027,S024,Biology,2023-24,Autumn,59,D,4,T05,D
1028,S024,Biology,2023-24,Spring,60,C,2,T05,C
1029,S024,Biology,2023-24,Summer,69,C,2,T05,B
1030,S024,Chemistry,2023-24,Autumn,64,C,3,T06,C
1031,S024,Chemistry,2023-24,Spring,75,B,1,T06,B
1032,S024,Chemistry,2023-24,Summer,59,D,4,T06,C
1033,S024,Physics,2023-24,Autumn,63,C,4,T07,C
1034,S024,Physics,2023-24,Spring,77,B,5,T07,B
1035,S024,Physics,2023-24,Summer,58,D,5,T07,D
1036,S024,History,2023-24,Autumn,83,A,1,T08,B
1037,S024,History,2023-24,Spring,65,C,3,T08,C
1038,S024,History,2023-24,Summer,64,C,3,T08,C
1039,S024,Geography,2023-24,Autumn,61,C,3,T09,C
1040,S024,Geography,2023-24,Spring,,,,T09,A*
1041,S024,Geography,2023-24,Summer,63,C,5,T09,C
1042,S024,French,2023-24,Autumn,69,C,5,T10,B
1043,S024,French,2023-24,Spring,60,C,4,T10,D
1044,S024,French,2023-24,Summer,57,D,3,T10,D
1045,S024,Computing,2023-24,Autumn,75,B,4,T11,B
1046,S024,Computing,2023-24,Spring,58,D,5,T11,C
1047,S024,Computing,2023-24,Summer,73,B,4,T11,A
1048,S024,Art & Design,2023-24,Autumn,50,D,4,T12,D
1049,S024,Art & Design,2023-24,Spring,81,A,2,T12,A
1050,S024,Art & Design,2023-24,Summer,60,C,4,T12,D
1051,S024,Mathematics,2024-25,Autumn,74,B,1,T02,B
1052,S024,Mathematics,2024-25,Spring,53,D,3,T02,D
1053,S024,Mathematics,2024-25,Summer,83,A,4,T02,A
1054,S024,English Language,2024-25,Autumn,61,C,2,T04,C
1055,S024,English Language,2024-25,Spring,61,C,2,T03,C
1056,S024,English Language,2024-25,Summer,,,,T04,B
1057,S024,Biology,2024-25,Autumn,70,B,4,T05,B
1058,S024,Biology,2024-25,Spring,62,C,4,T05,C
1059,S024,Biology,2024-25,Summer,71,B,3,T05,C
1060,S024,Chemistry,2024-25,Autumn,53,D,5,T06,D
1061,S024,Chemistry,2024-25,Spring,66,C,4,T06,B
1062,S024,Chemistry,2024-25,Summer,67,C,3,T06,C
1063,S024,Physics,2024-25,Autumn,57,D,4,T07,C
1064,S024,Physics,2024-25,Spring,,,,T07,C
1065,S024,Physics,2024-25,Summer,74,B,4,T07,B
1066,S024,History,2024-25,Autumn,58,D,5,T08,C
1067,S024,History,2024-25,Spring,65,C,4,T08,B
1068,S024,History,2024-25,Summer,63,C,4,T08,C
1069,S024,Geography,2024-25,Autumn,55,D,3,T09,E
1070,S024,Geography,2024-25,Spring,66,C,2,T09,C
1071,S024,Geography,2024-25,Summer,,,,T09,C
1072,S024,French,2024-25,Autumn,82,A,4,T10,A*
1073,S024,French,2024-25,Spring,58,D,2,T10,D
1074,S024,French,2024-25,Summer,67,C,5,T10,C
1075,S024,Computing,2024-25,Autumn,64,C,4,T11,C
1076,S024,Computing,2024-25,Spring,71,B,3,T11,B
1077,S024,Computing,2024-25,Summer,67,C,2,T11,C
1078,S024,Art & Design,2024-25,Autumn,84,A,3,T12,A*
1079,S024,Art & Design,2024-25,Spring,71,B,3,T12,B
1080,S024,Art & Design,2024-25,Summer,57,D,4,T12,D
1081,S025,Mathematics,2022-23,Autumn,60,C,2,T02,C
1082,S025,Mathematics,2022-23,Spring,62,C,4,T01,B
1083,S025,Mathematics,2022-23,Summer,59,D,4,T02,D
1084,S025,English Language,2022-23,Autumn,59,D,4,T04,D
1085,S025,English Language,2022-23,Spring,71,B,2,T03,A
1086,S025,English Language,2022-23,Summer,64,C,4,T04,C
1087,S025,Biology,2022-23,Autumn,69,C,5,T05,C
1088,S025,Biology,2022-23,Spring,,,,T05,B
1089,S025,Biology,2022-23,Summer,59,D,3,T05,C
1090,S025,Chemistry,2022-23,Autumn,71,B,4,T06,A
1091,S025,Chemistry,2022-23,Spring,69,C,2,T06,A
1092,S025,Chemistry,2022-23,Summer,68,C,3,T06,D
1093,S025,Physics,2022-23,Autumn,64,C,5,T07,C
1094,S025,Physics,2022-23,Spring,64,C,1,T07,C
1095,S025,Physics,2022-23,Summer,75,B,5,T07,B
1096,S025,History,2022-23,Autumn,58,D,4,T08,D
1097,S025,History,2022-23,Spring,56,D,1,T08,C
1098,S025,History,2022-23,Summer,65,C,5,T08,C
1099,S025,Geography,2022-23,Autumn,65,C,5,T09,B
1100,S025,Geography,2022-23,Spring,71,B,2,T09,C
1101,S025,Geography,2022-23,Summer,70,B,4,T09,B
1102,S025,French,2022-23,Autumn,72,B,3,T10,B
1103,S025,French,2022-23,Spring,53,D,2,T10,D
1104,S025,French,2022-23,Summer,59,D,3,T10,C
1105,S025,Computing,2022-23,Autumn,62,C,5,T11,C
1106,S025,Computing,2022-23,Spring,62,C,1,T11,B
1107,S025,Computing,2022-23,Summer,58,D,3,T11,C
1108,S025,Art & Design,2022-23,Autumn,58,D,4,T12,C
1109,S025,Art & Design,2022-23,Spring,68,C,4,T12,C
1110,S025,Art & Design,2022-23,Summer,61,C,3,T12,C
1111,S025,Mathematics,2023-24,Autumn,64,C,4,T01,C
1112,S025,Mathematics,2023-24,Spring,53,D,4,T02,D
1113,S025,Mathematics,2023-24,Summer,52,D,3,T01,D
1114,S025,English Language,2023-24,Autumn,44,E,3,T03,D
1115,S025,English Language,2023-24,Spring,66,C,3,T04,B
1116,S025,English Language,2023-24,Summer,67,C,3,T03,C
1117,S025,Biology,2023-24,Autumn,64,C,4,T05,C
1118,S025,Biology,2023-24,Spring,70,B,3,T05,B
1119,S025,Biology,2023-24,Summer,67,C,5,T05,B
1120,S025,Chemistry,2023-24,Autumn,62,C,2,T06,B
1121,S025,Chemistry,2023-24,Spring,78,B,3,T06,B
1122,S025,Chemistry,2023-24,Summer,65,C,3,T06,B
1123,S025,Physics,2023-24,Autumn,72,B,2,T07,B
1124,S025,Physics,2023-24,Spring,65,C,5,T07,B
1125,S025,Physics,2023-24,Summer,52,D,3,T07,C
1126,S025,History,2023-24,Autumn,72,B,5,T08,B
1127,S025,History,2023-24,Spring,58,D,4,T08,C
1128,S025,History,2023-24,Summer,72,B,5,T08,A
1129,S025,Geography,2023-24,Autumn,55,D,1,T09,D
1130,S025,Geography,2023-24,Spring,54,D,3,T09,D
1131,S025,Geography,2023-24,Summer,65,C,1,T09,B
1132,S025,French,2023-24,Autumn,62,C,4,T10,B
1133,S025,French,2023-24,Spring,65,C,4,T10,B
1134,S025,French,2023-24,Summer,62,C,4,T10,C
1135,S025,Computing,2023-24,Autumn,56,D,4,T11,D
1136,S025,Computing,2023-24,Spring,72,B,3,T11,B
1137,S025,Computing,2023-24,Summer,53,D,3,T11,D
1138,S025,Art & Design,2023-24,Autumn,59,D,4,T12,C
1139,S025,Art & Design,2023-24,Spring,61,C,4,T12,D
1140,S025,Art & Design,2023-24,Summer,72,B,4,T12,B
1141,S025,Mathematics,2024-25,Autumn,69,C,4,T01,B
1142,S025,Mathematics,2024-25,Spring,50,D,5,T02,D
1143,S025,Mathematics,2024-25,Summer,66,C,4,T01,C
1144,S025,English Language,2024-25,Autumn,65,C,5,T04,C
1145,S025,English Language,2024-25,Spring,54,D,5,T03,C
1146,S025,English Language,2024-25,Summer,79,B,3,T03,B
1147,S025,Biology,2024-25,Autumn,83,A,3,T05,B
1148,S025,Biology,2024-25,Spring,64,C,4,T05,C
1149,S025,Biology,2024-25,Summer,70,B,4,T05,C
1150,S025,Chemistry,2024-25,Autumn,67,C,2,T06,B
1151,S025,Chemistry,2024-25,Spring,55,D,4,T06,D
1152,S025,Chemistry,2024-25,Summer,65,C,4,T06,C
1153,S025,Physics,2024-25,Autumn,68,C,3,T07,B
1154,S025,Physics,2024-25,Spring,71,B,5,T07,B
1155,S025,Physics,2024-25,Summer,71,B,5,T07,B
1156,S025,History,2024-25,Autumn,68,C,5,T08,B
1157,S025,History,2024-25,Spring,67,C,4,T08,B
1158,S025,History,2024-25,Summer,69,C,1,T08,B
1159,S025,Geography,2024-25,Autumn,63,C,5,T09,C
1160,S025,Geography,2024-25,Spring,65,C,4,T09,B
1161,S025,Geography,2024-25,Summer,61,C,4,T09,C
1162,S025,French,2024-25,Autumn,58,D,5,T10,C
1163,S025,French,2024-25,Spring,51,D,3,T10,D
1164,S025,French,2024-25,Summer,46,E,4,T10,D
1165,S025,Computing,2024-25,Autumn,65,C,3,T11,B
1166,S025,Computing,2024-25,Spring,67,C,3,T11,B
1167,S025,Computing,2024-25,Summer,67,C,4,T11,B
1168,S025,Art & Design,2024-25,Autumn,62,C,4,T12,C
1169,S025,Art & Design,2024-25,Spring,59,D,5,T12,C
1170,S025,Art & Design,2024-25,Summer,64,C,3,T12,C
1171,S026,Mathematics,2022-23,Autumn,37,U,5,T02,E
1172,S026,Mathematics,2022-23,Spring,58,D,4,T02,D
1173,S026,Mathematics,2022-23,Summer,58,D,3,T02,C
1174,S026,English Language,2022-23,Autumn,53,D,5,T04,D
1175,S026,English Language,2022-23,Spring,45,E,3,T04,D
1176,S026,English Language,2022-23,Summer,61,C,3,T04,C
1177,S026,Biology,2022-23,Autumn,46,E,3,T05,D
1178,S026,Biology,2022-23,Spring,60,C,4,T05,D
1179,S026,Biology,2022-23,Summer,75,B,4,T05,B
1180,S026,Chemistry,2022-23,Autumn,48,E,3,T06,D
1181,S026,Chemistry,2022-23,Spring,39,U,4,T06,E
1182,S026,Chemistry,2022-23,Summer,46,E,4,T06,E
1183,S026,Physics,2022-23,Autumn,64,C,4,T07,C
1184,S026,Physics,2022-23,Spring,62,C,3,T07,C
1185,S026,Physics,2022-23,Summer,68,C,4,T07,B
1186,S026,History,2022-23,Autumn,57,D,2,T08,C
1187,S026,History,2022-23,Spring,62,C,4,T08,C
1188,S026,History,2022-23,Summer,66,C,3,T08,C
1189,S026,Geography,2022-23,Autumn,47,E,1,T09,E
1190,S026,Geography,2022-23,Spring,53,D,5,T09,D
1191,S026,Geography,2022-23,Summer,45,E,4,T09,E
1192,S026,French,2022-23,Autumn,64,C,2,T10,C
1193,S026,French,2022-23,Spring,58,D,5,T10,C
1194,S026,French,2022-23,Summer,56,D,2,T10,C
1195,S026,Computing,2022-23,Autumn,64,C,2,T11,B
1196,S026,Computing,2022-23,Spring,48,E,2,T11,D
1197,S026,Computing,2022-23,Summer,61,C,2,T11,C
1198,S026,Art & Design,2022-23,Autumn,62,C,3,T12,C
1199,S026,Art & Design,2022-23,Spring,64,C,3,T12,D
1200,S026,Art & Design,2022-23,Summer,58,D,5,T12,C
1201,S026,Mathematics,2023-24,Autumn,58,D,4,T01,C
1202,S026,Mathematics,2023-24,Spring,74,B,4,T01,A
1203,S026,Mathematics,2023-24,Summer,65,C,4,T01,C
1204,S026,English Language,2023-24,Autumn,65,C,4,T04,B
1205,S026,English Language,2023-24,Spring,53,D,5,T03,D
1206,S026,English Language,2023-24,Summer,69,C,4,T04,B
1207,S026,Biology,2023-24,Autumn,65,C,2,T05,C
1208,S026,Biology,2023-24,Spring,56,D,4,T05,C
1209,S026,Biology,2023-24,Summer,65,C,4,T05,B
1210,S026,Chemistry,2023-24,Autumn,64,C,3,T06,C
1211,S026,Chemistry,2023-24,Spring,74,B,4,T06,A
1212,S026,Chemistry,2023-24,Summer,70,B,2,T06,B
1213,S026,Physics,2023-24,Autumn,59,D,3,T07,C
1214,S026,Physics,2023-24,Spring,64,C,3,T07,C
1215,S026,Physics,2023-24,Summer,40,E,2,T07,U
1216,S026,History,2023-24,Autumn,58,D,4,T08,C
1217,S026,History,2023-24,Spring,66,C,3,T08,D
1218,S026,History,2023-24,Summer,56,D,4,T08,D
1219,S026,Geography,2023-24,Autumn,49,E,2,T09,D
1220,S026,Geography,2023-24,Spring,65,C,1,T09,C
1221,S026,Geography,2023-24,Summer,58,D,4,T09,D
1222,S026,French,2023-24,Autumn,55,D,4,T10,D
1223,S026,French,2023-24,Spring,56,D,3,T10,D
1224,S026,French,2023-24,Summer,59,D,4,T10,C
1225,S026,Computing,2023-24,Autumn,67,C,5,T11,B
1226,S026,Computing,2023-24,Spring,70,B,5,T11,B
1227,S026,Computing,2023-24,Summer,65,C,3,T11,B
1228,S026,Art & Design,2023-24,Autumn,70,B,4,T12,B
1229,S026,Art & Design,2023-24,Spring,66,C,3,T12,C
1230,S026,Art & Design,2023-24,Summer,52,D,4,T12,C
1231,S026,Mathematics,2024-25,Autumn,63,C,5,T02,C
1232,S026,Mathematics,2024-25,Spring,49,E,4,T02,E
1233,S026,Mathematics,2024-25,Summer,56,D,3,T01,C
1234,S026,English Language,2024-25,Autumn,54,D,5,T03,D
1235,S026,English Language,2024-25,Spring,64,C,4,T03,C
1236,S026,English Language,2024-25,Summer,,,,T04,C
1237,S026,Biology,2024-25,Autumn,59,D,3,T05,C
1238,S026,Biology,2024-25,Spring,68,C,4,T05,B
1239,S026,Biology,2024-25,Summer,47,E,3,T05,D
1240,S026,Chemistry,2024-25,Autumn,52,D,5,T06,D
1241,S026,Chemistry,2024-25,Spring,54,D,1,T06,D
1242,S026,Chemistry,2024-25,Summer,46,E,4,T06,E
1243,S026,Physics,2024-25,Autumn,59,D,4,T07,C
1244,S026,Physics,2024-25,Spring,64,C,3,T07,C
1245,S026,Physics,2024-25,Summer,55,D,3,T07,D
1246,S026,History,2024-25,Autumn,45,E,4,T08,E
1247,S026,History,2024-25,Spring,65,C,4,T08,A
1248,S026,History,2024-25,Summer,51,D,5,T08,E
1249,S026,Geography,2024-25,Autumn,60,C,3,T09,C
1250,S026,Geography,2024-25,Spring,68,C,3,T09,B
1251,S026,Geography,2024-25,Summer,72,B,4,T09,C
1252,S026,French,2024-25,Autumn,59,D,4,T10,C
1253,S026,French,2024-25,Spring,64,C,3,T10,C
1254,S026,French,2024-25,Summer,52,D,4,T10,D
1255,S026,Computing,2024-25,Autumn,60,C,4,T11,C
1256,S026,Computing,2024-25,Spring,67,C,5,T11,B
1257,S026,Computing,2024-25,Summer,76,B,3,T11,A
1258,S026,Art & Design,2024-25,Autumn,67,C,3,T12,C
1259,S026,Art & Design,2024-25,Spring,69,C,3,T12,C
1260,S026,Art & Design,2024-25,Summer,70,B,5,T12,C
1261,S027,Mathematics,2022-23,Autumn,88,A,4,T02,A
1262,S027,Mathematics,2022-23,Spring,91,A*,4,T01,A*
1263,S027,Mathematics,2022-23,Summer,80,A,3,T02,B
1264,S027,English Language,2022-23,Autumn,84,A,4,T04,A
1265,S027,English Language,2022-23,Spring,78,B,4,T03,A*
1266,S027,English Language,2022-23,Summer,78,B,3,T04,A
1267,S027,Biology,2022-23,Autumn,81,A,4,T05,A
1268,S027,Biology,2022-23,Spring,69,C,4,T05,C
1269,S027,Biology,2022-23,Summer,73,B,4,T05,B
1270,S027,Chemistry,2022-23,Autumn,76,B,3,T06,B
1271,S027,Chemistry,2022-23,Spring,100,A*,3,T06,A*
1272,S027,Chemistry,2022-23,Summer,76,B,4,T06,A
1273,S027,Physics,2022-23,Autumn,76,B,4,T07,B
1274,S027,Physics,2022-23,Spring,84,A,4,T07,A*
1275,S027,Physics,2022-23,Summer,71,B,3,T07,B
1276,S027,History,2022-23,Autumn,83,A,4,T08,A
1277,S027,History,2022-23,Spring,78,B,4,T08,B
1278,S027,History,2022-23,Summer,80,A,4,T08,A
1279,S027,Geography,2022-23,Autumn,72,B,3,T09,B
1280,S027,Geography,2022-23,Spring,79,B,4,T09,A
1281,S027,Geography,2022-23,Summer,77,B,3,T09,A*
1282,S027,French,2022-23,Autumn,76,B,5,T10,A*
1283,S027,French,2022-23,Spring,70,B,4,T10,A
1284,S027,French,2022-23,Summer,,,,T10,A*
1285,S027,Computing,2022-23,Autumn,91,A*,4,T11,A*
1286,S027,Computing,2022-23,Spring,74,B,3,T11,B
1287,S027,Computing,2022-23,Summer,91,A*,5,T11,A*
1288,S027,Art & Design,2022-23,Autumn,82,A,3,T12,A
1289,S027,Art & Design,2022-23,Spring,80,A,3,T12,A
1290,S027,Art & Design,2022-23,Summer,78,B,4,T12,B
1291,S027,Mathematics,2023-24,Autumn,85,A,3,T01,A
1292,S027,Mathematics,2023-24,Spring,70,B,3,T01,B
1293,S027,Mathematics,2023-24,Summer,81,A,4,T02,A*
1294,S027,English Language,2023-24,Autumn,82,A,4,T03,A*
1295,S027,English Language,2023-24,Spring,82,A,5,T04,A*
1296,S027,English Language,2023-24,Summer,95,A*,3,T03,A
1297,S027,Biology,2023-24,Autumn,82,A,2,T05,A
1298,S027,Biology,2023-24,Spring,74,B,3,T05,C
1299,S027,Biology,2023-24,Summer,82,A,3,T05,A
1300,S027,Chemistry,2023-24,Autumn,98,A*,4,T06,A*
1301,S027,Chemistry,2023-24,Spring,81,A,4,T06,A
1302,S027,Chemistry,2023-24,Summer,78,B,4,T06,A
1303,S027,Physics,2023-24,Autumn,84,A,1,T07,A*
1304,S027,Physics,2023-24,Spring,90,A*,5,T07,A*
1305,S027,Physics,2023-24,Summer,84,A,4,T07,A*
1306,S027,History,2023-24,Autumn,90,A*,3,T08,A*
1307,S027,History,2023-24,Spring,78,B,4,T08,B
1308,S027,History,2023-24,Summer,78,B,5,T08,B
1309,S027,Geography,2023-24,Autumn,,,,T09,B
1310,S027,Geography,2023-24,Spring,67,C,4,T09,C
1311,S027,Geography,2023-24,Summer,89,A,5,T09,A*
1312,S027,French,2023-24,Autumn,84,A,4,T10,A
1313,S027,French,2023-24,Spring,82,A,4,T10,A
1314,S027,French,2023-24,Summer,94,A*,5,T10,A*
1315,S027,Computing,2023-24,Autumn,85,A,3,T11,A
1316,S027,Computing,2023-24,Spring,72,B,2,T11,A
1317,S027,Computing,2023-24,Summer,100,A*,2,T11,A*
1318,S027,Art & Design,2023-24,Autumn,94,A*,4,T12,A*
1319,S027,Art & Design,2023-24,Spring,89,A,5,T12,A*
1320,S027,Art & Design,2023-24,Summer,76,B,2,T12,B
1321,S027,Mathematics,2024-25,Autumn,81,A,4,T02,A
1322,S027,Mathematics,2024-25,Spring,87,A,3,T02,A*
1323,S027,Mathematics,2024-25,Summer,87,A,4,T01,A*
1324,S027,English Language,2024-25,Autumn,78,B,2,T04,B
1325,S027,English Language,2024-25,Spring,89,A,2,T03,A*
1326,S027,English Language,2024-25,Summer,76,B,3,T03,C
1327,S027,Biology,2024-25,Autumn,76,B,4,T05,A
1328,S027,Biology,2024-25,Spring,,,,T05,A
1329,S027,Biology,2024-25,Summer,75,B,4,T05,B
1330,S027,Chemistry,2024-25,Autumn,87,A,2,T06,A
1331,S027,Chemistry,2024-25,Spring,94,A*,3,T06,A*
1332,S027,Chemistry,2024-25,Summer,97,A*,3,T06,A*
1333,S027,Physics,2024-25,Autumn,71,B,2,T07,B
1334,S027,Physics,2024-25,Spring,82,A,4,T07,A*
1335,S027,Physics,2024-25,Summer,67,C,4,T07,C
1336,S027,History,2024-25,Autumn,63,C,5,T08,C
1337,S027,History,2024-25,Spring,83,A,1,T08,A
1338,S027,History,2024-25,Summer,78,B,4,T08,A
1339,S027,Geography,2024-25,Autumn,69,C,2,T09,B
1340,S027,Geography,2024-25,Spring,89,A,5,T09,A*
1341,S027,Geography,2024-25,Summer,80,A,4,T09,A
1342,S027,French,2024-25,Autumn,97,A*,3,T10,A*
1343,S027,French,2024-25,Spring,73,B,5,T10,A
1344,S027,French,2024-25,Summer,,,,T10,A
1345,S027,Computing,2024-25,Autumn,85,A,4,T11,A
1346,S027,Computing,2024-25,Spring,94,A*,2,T11,A*
1347,S027,Computing,2024-25,Summer,85,A,4,T11,A
1348,S027,Art & Design,2024-25,Autumn,87,A,5,T12,A*
1349,S027,Art & Design,2024-25,Spring,75,B,4,T12,B
1350,S027,Art & Design,2024-25,Summer,74,B,5,T12,A
1351,S028,Mathematics,2022-23,Autumn,35,U,4,T02,U
1352,S028,Mathematics,2022-23,Spring,43,E,2,T02,D
1353,S028,Mathematics,2022-23,Summer,33,U,4,T01,U
1354,S028,English Language,2022-23,Autumn,38,U,3,T03,E
1355,S028,English Language,2022-23,Spring,37,U,3,T03,E
1356,S028,English Language,2022-23,Summer,53,D,4,T04,D
1357,S028,Biology,2022-23,Autumn,49,E,4,T05,E
1358,S028,Biology,2022-23,Spring,47,E,4,T05,E
1359,S028,Biology,2022-23,Summer,41,E,5,T05,U
1360,S028,Chemistry,2022-23,Autumn,43,E,4,T06,E
1361,S028,Chemistry,2022-23,Spring,43,E,3,T06,E
1362,S028,Chemistry,2022-23,Summer,49,E,3,T06,D
1363,S028,Physics,2022-23,Autumn,46,E,4,T07,C
1364,S028,Physics,2022-23,Spring,42,E,4,T07,E
1365,S028,Physics,2022-23,Summer,37,U,4,T07,U
1366,S028,History,2022-23,Autumn,39,U,3,T08,U
1367,S028,History,2022-23,Spring,32,U,5,T08,U
1368,S028,History,2022-23,Summer,26,U,4,T08,U
1369,S028,Geography,2022-23,Autumn,30,U,3,T09,E
1370,S028,Geography,2022-23,Spring,57,D,3,T09,C
1371,S028,Geography,2022-23,Summer,53,D,5,T09,D
1372,S028,French,2022-23,Autumn,49,E,5,T10,E
1373,S028,French,2022-23,Spring,46,E,4,T10,E
1374,S028,French,2022-23,Summer,34,U,4,T10,U
1375,S028,Computing,2022-23,Autumn,50,D,3,T11,E
1376,S028,Computing,2022-23,Spring,48,E,3,T11,D
1377,S028,Computing,2022-23,Summer,34,U,4,T11,U
1378,S028,Art & Design,2022-23,Autumn,39,U,1,T12,U
1379,S028,Art & Design,2022-23,Spring,41,E,5,T12,U
1380,S028,Art & Design,2022-23,Summer,43,E,4,T12,E
1381,S028,Mathematics,2023-24,Autumn,37,U,3,T01,U
1382,S028,Mathematics,2023-24,Spring,54,D,5,T01,D
1383,S028,Mathematics,2023-24,Summer,36,U,4,T01,E
1384,S028,English Language,2023-24,Autumn,33,U,3,T03,U
1385,S028,English Language,2023-24,Spring,37,U,4,T04,E
1386,S028,English Language,2023-24,Summer,55,D,4,T04,C
1387,S028,Biology,2023-24,Autumn,36,U,4,T05,U
1388,S028,Biology,2023-24,Spring,29,U,5,T05,U
1389,S028,Biology,2023-24,Summer,35,U,4,T05,U
1390,S028,Chemistry,2023-24,Autumn,48,E,5,T06,D
1391,S028,Chemistry,2023-24,Spring,37,U,3,T06,E
1392,S028,Chemistry,2023-24,Summer,51,D,2,T06,C
1393,S028,Physics,2023-24,Autumn,44,E,3,T07,E
1394,S028,Physics,2023-24,Spring,25,U,2,T07,U
1395,S028,Physics,2023-24,Summer,,,,T07,E
1396,S028,History,2023-24,Autumn,36,U,1,T08,U
1397,S028,History,2023-24,Spring,23,U,4,T08,U
1398,S028,History,2023-24,Summer,41,E,2,T08,E
1399,S028,Geography,2023-24,Autumn,37,U,4,T09,U
1400,S028,Geography,2023-24,Spring,35,U,3,T09,U
